25.1188643,5181.436571428568,-3144.520285714286
39.8107171,5264.463714285711,-2917.0408571428557
63.0957344,5175.409428571427,-2639.2357142857127
100.0,4970.475142857141,-2332.855428571427
158.489319,4449.289999999998,-1929.834857142856
251.188643,4044.669714285713,-1731.8177142857137
398.107171,3651.7591428571413,-1608.7477142857138
630.957344,3269.2545714285698,-1528.9077142857136
1000.0,2868.107714285713,-1463.1848571428563
1584.89319,2462.685999999999,-1385.224571428571
2511.88643,2057.7848571428563,-1269.0014285714278
3981.07171,1679.8865714285707,-1116.9948571428567
6309.57344,1344.5239999999994,-941.9099999999995
10000.0,1062.9631428571422,-767.5214285714283
15848.9319,832.997714285714,-609.9099999999997
25118.8643,652.3391428571426,-479.6574285714283
39810.7171,509.78628571428544,-372.546857142857
63095.7344,398.9725714285712,-285.80742857142843
100000.0,311.95228571428555,-214.71314285714277
158489.319,253.89714285714268,-166.50857142857134
200000.0,223.55771428571433,-139.3168571428572
